PDB,source_PDB,Rank,N,Fmax_eps_per_A,Ln_A,Lm_A,Lf_A,Pattern,CATH,sequence_chain_count,sequence_length,sequence_raw_length,sequence_frac_hydrophobic,sequence_frac_polar,sequence_frac_positive,sequence_frac_negative,sequence_frac_glycine,sequence_frac_proline,sequence_frac_low_complexity,sequence_fraction_charged,sequence_net_charge,sequence_estimated_pI,sequence_hydrophobicity_mean,sequence_hydrophobicity_variance,sequence_frac_A,sequence_frac_C,sequence_frac_D,sequence_frac_E,sequence_frac_F,sequence_frac_G,sequence_frac_H,sequence_frac_I,sequence_frac_K,sequence_frac_L,sequence_frac_M,sequence_frac_N,sequence_frac_P,sequence_frac_Q,sequence_frac_R,sequence_frac_S,sequence_frac_T,sequence_frac_V,sequence_frac_W,sequence_frac_Y,ss_total_residues,ss_H,ss_B,ss_E,ss_G,ss_I,ss_T,ss_S,ss_frac_helix,ss_frac_beta,ss_frac_secondary,ss_fraction_helix,ss_fraction_strand,ss_fraction_coil,ss_helix_segment_count,ss_strand_segment_count,ss_helix_segment_mean_length,ss_strand_segment_mean_length,ss_longest_helix_length,ss_longest_strand_length,ss_transitions_per_residue,chain_list,domain_ranges,num_chains,num_residues,num_atoms,num_hetatm,num_models,num_disulfide_bonds,structure_contact_density,structure_radius_of_gyration,structure_mean_relative_sasa,structure_fraction_buried,structure_beta_topology_score
1anu,1anu,28,138,3.4,24.0,34.7,520.6,MA,2.60.40.680,1,138,138,0.6086956521739131,0.2028985507246377,0.08695652173913043,0.13768115942028986,0.10869565217391304,0.057971014492753624,0.16666666666666666,0.2246376811594203,-7.122485492553732,4.286658464189713,0.22826086956521735,9.695650598613739,0.06521739130434782,0.007246376811594203,0.09420289855072464,0.043478260869565216,0.07246376811594203,0.10869565217391304,0.0,0.10869565217391304,0.057971014492753624,0.021739130434782608,0.0,0.036231884057971016,0.057971014492753624,0.007246376811594203,0.028985507246376812,0.050724637681159424,0.06521739130434782,0.13768115942028986,0.0,0.036231884057971016,138,0,2,74,0,0,23,10,0.0,0.550725,0.550725,0.0,0.5507246376811594,0.4492753623188406,0,13,0.0,5.846153846153846,0,13,0.3188405797101449,A,A:1-138,1,138,1043,24,1,0,10.028985507246377,14.84040804447745,0.09636527214852023,0.32608695652173914,5.52320940978786
1eta,1eta,29,127,3.4,12.6,123.8,478.8,MA,2.60.40.180,4,252,255,0.5238095238095238,0.2857142857142857,0.12698412698412698,0.1349206349206349,0.07936507936507936,0.06349206349206349,0.14285714285714285,0.2619047619047619,-9.415990810071918,5.210023999911755,-0.30952380952380953,7.983718820861678,0.09523809523809523,0.007936507936507936,0.03968253968253968,0.09523809523809523,0.03968253968253968,0.07936507936507936,0.031746031746031744,0.03968253968253968,0.06349206349206349,0.05555555555555555,0.007936507936507936,0.023809523809523808,0.06349206349206349,0.0,0.031746031746031744,0.0873015873015873,0.09523809523809523,0.0873015873015873,0.015873015873015872,0.03968253968253968,255,13,2,110,0,0,32,31,0.05098,0.439216,0.490196,0.050980392156862744,0.4392156862745098,0.5098039215686274,2,20,6.5,5.6,7,10,0.3254901960784314,1|2,1:1-127|2:1-127,2,254,1990,284,1,0,10.165354330708661,18.662944989195587,0.09606451008720579,0.32677165354330706,4.464783078585765
1kip,1kip*,30,107,3.4,36.3,47.3,402.8,MA,2.60.40.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1sn2,1sn2,31,130,3.4,21.6,89.2,490.2,MA,2.60.40.180,4,463,466,0.550755939524838,0.326133909287257,0.10583153347732181,0.09719222462203024,0.07775377969762419,0.05183585313174946,0.12958963282937366,0.20302375809935205,-15.277997780195054,5.57035422624449,-0.028077753779697602,8.103228918360397,0.10367170626349892,0.0064794816414686825,0.04319654427645788,0.05399568034557235,0.04319654427645788,0.07775377969762419,0.04535637149028078,0.03455723542116631,0.04319654427645788,0.06911447084233262,0.008639308855291577,0.017278617710583154,0.05183585313174946,0.04319654427645788,0.017278617710583154,0.058315334773218146,0.12095032397408208,0.1101511879049676,0.017278617710583154,0.03455723542116631,466,30,1,226,6,0,74,27,0.077253,0.487124,0.564378,0.07725321888412018,0.4871244635193133,0.4356223175965665,6,33,6.0,6.878787878787879,8,10,0.3283261802575107,A|B|C|D,A:10-127|B:10-125|C:11-125|D:10-123,4,463,3550,366,1,0,10.453563714902808,21.609971792170573,0.0928700747719932,0.4038876889848812,5.09218661648699
1tum,1tum,32,129,3.4,33.7,211.7,486.4,B2M,3.90.79.10,1,129,129,0.5581395348837209,0.16279069767441862,0.13953488372093023,0.17054263565891473,0.07751937984496124,0.06976744186046512,0.14728682170542637,0.31007751937984496,-6.782116460801937,4.875763555667618,-0.47519379844961246,9.813493179496422,0.06976744186046512,0.0,0.031007751937984496,0.13953488372093023,0.05426356589147287,0.07751937984496124,0.023255813953488372,0.06976744186046512,0.06201550387596899,0.08527131782945736,0.031007751937984496,0.046511627906976744,0.06976744186046512,0.03875968992248062,0.05426356589147287,0.015503875968992248,0.031007751937984496,0.05426356589147287,0.03875968992248062,0.007751937984496124,129,14,8,23,3,5,4,23,0.170543,0.24031,0.410853,0.17054263565891473,0.24031007751937986,0.5891472868217055,2,13,11.0,2.3846153846153846,12,6,0.4186046511627907,A,A:1-129,1,129,33440,1120,16,0,10.294573643410853,13.754330540235665,0.09708882199072279,0.32558139534883723,2.4738897902770267
1nme,1nme,33,146,3.4,52.8,289.4,551.0,B2MA,3.40.50.1460,2,238,239,0.46638655462184875,0.31092436974789917,0.1638655462184874,0.12605042016806722,0.058823529411764705,0.025210084033613446,0.08403361344537816,0.28991596638655465,3.1486320195651345,8.018770822912302,-0.3815126050420168,9.385372501941955,0.046218487394957986,0.029411764705882353,0.06302521008403361,0.06302521008403361,0.06302521008403361,0.058823529411764705,0.025210084033613446,0.06722689075630252,0.07983193277310924,0.07983193277310924,0.029411764705882353,0.05042016806722689,0.025210084033613446,0.01680672268907563,0.058823529411764705,0.08403361344537816,0.06302521008403361,0.046218487394957986,0.008403361344537815,0.04201680672268908,239,60,6,53,9,0,33,19,0.288703,0.246862,0.535565,0.28870292887029286,0.24686192468619247,0.46443514644351463,8,17,8.625,3.4705882352941178,15,9,0.3138075313807531,A|B,A:29-174|B:186-277,2,238,1929,333,1,0,9.865546218487395,17.74025714453921,0.10102215471407265,0.3235294117647059,2.4354277275763865
1h5b,1h5b*,34,113,3.3,40.5,61.3,425.6,MA,2.60.40.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1npu,1npu,35,116,3.3,40.6,54.0,437.0,MA,,1,116,116,0.4827586206896552,0.35344827586206895,0.10344827586206896,0.10344827586206896,0.04310344827586207,0.05172413793103448,0.09482758620689655,0.20689655172413793,-2.897889463704349,5.4297429424614165,-0.3232758620689656,8.945406510107015,0.07758620689655173,0.017241379310344827,0.04310344827586207,0.0603448275862069,0.04310344827586207,0.04310344827586207,0.02586206896551724,0.0603448275862069,0.02586206896551724,0.11206896551724138,0.017241379310344827,0.07758620689655173,0.05172413793103448,0.05172413793103448,0.05172413793103448,0.10344827586206896,0.0603448275862069,0.034482758620689655,0.02586206896551724,0.017241379310344827,116,0,0,65,3,0,12,13,0.025862,0.560345,0.586207,0.02586206896551724,0.5603448275862069,0.41379310344827586,1,11,3.0,5.909090909090909,3,9,0.3620689655172414,A,A:1-116,1,116,906,73,1,1,9.862068965517242,13.802094207107046,0.10028307420548799,0.33620689655172414,5.52615933412604
1mvf,1mvf,36,135,3.3,38.7,73.0,509.2,MA,2.60.40.10,5,335,339,0.5373134328358209,0.32238805970149254,0.0955223880597015,0.08955223880597014,0.08955223880597014,0.029850746268656716,0.11940298507462686,0.18507462686567164,1.7397367954258556,7.999714179829425,-0.2426865671641791,8.413431588327022,0.10149253731343283,0.011940298507462687,0.05373134328358209,0.03582089552238806,0.023880597014925373,0.08955223880597014,0.0,0.05373134328358209,0.04776119402985075,0.06567164179104477,0.029850746268656716,0.05373134328358209,0.029850746268656716,0.056716417910447764,0.04776119402985075,0.1044776119402985,0.050746268656716415,0.07462686567164178,0.023880597014925373,0.04477611940298507,339,12,5,160,15,0,46,26,0.079646,0.486726,0.566372,0.07964601769911504,0.48672566371681414,0.4336283185840708,7,33,3.857142857142857,5.0,6,9,0.3421828908554572,A|B|D|E,A:1-127|B:3-126|D:4-47|E:4-47,4,337,2489,189,1,2,10.08955223880597,27.768031865047828,0.09626770653987511,0.27761194029850744,4.9108440100383035
43c9,43c9*,37,113,3.3,36.5,46.9,425.6,MA,2.60.40.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1hz6,1hz6,38,72,3.3,41.6,59.0,269.8,M,3.10.20.10,3,193,195,0.49222797927461137,0.29015544041450775,0.11917098445595854,0.15544041450777202,0.07772020725388601,0.0,0.07772020725388601,0.27461139896373055,-8.877107345689215,4.679098621091725,-0.4632124352331606,8.003879835700287,0.14507772020725387,0.0,0.06217616580310881,0.09326424870466321,0.06217616580310881,0.07772020725388601,0.010362694300518135,0.046632124352331605,0.10880829015544041,0.046632124352331605,0.0051813471502590676,0.06217616580310881,0.0,0.015544041450777202,0.0,0.031088082901554404,0.12435233160621761,0.046632124352331605,0.015544041450777202,0.046632124352331605,195,54,0,84,9,0,12,6,0.323077,0.430769,0.753846,0.3230769230769231,0.4307692307692308,0.24615384615384617,9,12,7.0,7.0,14,8,0.2564102564102564,A|B|C,A:-2-64|B:2-64|C:2-64,3,193,1488,299,1,0,9.844559585492227,18.516948955143018,0.09770983402117203,0.29015544041450775,4.240733359904344
1bzd,1bzd,39,127,3.3,11.0,124.7,478.8,MA,2.60.40.180,2,254,255,0.5196850393700787,0.29133858267716534,0.12598425196850394,0.13385826771653545,0.07086614173228346,0.06299212598425197,0.13385826771653545,0.25984251968503935,-9.415990810071918,5.210023999911755,-0.2771653543307086,8.081762043524089,0.09448818897637795,0.007874015748031496,0.03937007874015748,0.09448818897637795,0.03937007874015748,0.07086614173228346,0.031496062992125984,0.03937007874015748,0.06299212598425197,0.05511811023622047,0.007874015748031496,0.023622047244094488,0.06299212598425197,0.0,0.031496062992125984,0.09448818897637795,0.09448818897637795,0.09448818897637795,0.015748031496062992,0.03937007874015748,255,14,5,121,0,0,34,27,0.054902,0.494118,0.54902,0.054901960784313725,0.49411764705882355,0.45098039215686275,2,22,7.0,5.7272727272727275,7,10,0.34901960784313724,A|B,A:1-127|B:1-127,2,254,1948,68,1,0,10.275590551181102,18.517295564936024,0.09593640840685037,0.37401574803149606,5.077350625289486
1a2y,1a2y,40,107,3.3,37.0,49.3,402.8,MA,2.60.40.10,3,352,354,0.48295454545454547,0.39204545454545453,0.11363636363636363,0.06818181818181818,0.09943181818181818,0.03125,0.13068181818181818,0.18181818181818182,11.711197216547745,8.923395026443359,-0.4298295454545455,7.863797698217976,0.0625,0.03409090909090909,0.045454545454545456,0.022727272727272728,0.02556818181818182,0.09943181818181818,0.011363636363636364,0.03977272727272727,0.045454545454545456,0.08238636363636363,0.011363636363636364,0.0625,0.03125,0.05113636363636364,0.056818181818181816,0.11079545454545454,0.07670454545454546,0.05113636363636364,0.03409090909090909,0.045454545454545456,354,38,7,120,24,0,59,33,0.175141,0.358757,0.533898,0.1751412429378531,0.3587570621468927,0.4661016949152542,11,31,5.636363636363637,4.096774193548387,12,8,0.3785310734463277,A|B|C,A:1-107|B:1-116|C:1-129,3,352,2754,490,1,6,9.840909090909092,22.87402456669292,0.0995260259088802,0.2869318181818182,3.530495634309194
1km7,1km7,41,100,3.3,35.8,95.7,376.2,MA,3.10.20.90,1,100,100,0.56,0.22,0.18,0.14,0.05,0.06,0.11,0.32,1.1932861182437762,8.489270294358903,-0.32600000000000007,10.340124000000001,0.06,0.0,0.07,0.07,0.07,0.05,0.03,0.07,0.09,0.09,0.01,0.02,0.06,0.03,0.06,0.04,0.03,0.08,0.0,0.07,100,24,5,22,0,0,12,11,0.24,0.27,0.51,0.24,0.27,0.49,3,8,8.0,3.375,11,8,0.38,A,A:18-117,1,100,1663,0,1,0,8.62,13.47981892627271,0.11396224608724609,0.14,2.3274
1lve,1lve*,42,122,3.3,39.2,51.0,459.8,MA,2.60.40.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1b88,1b88,43,114,3.3,39.0,64.5,429.4,MA,2.60.40.10,2,228,229,0.5175438596491229,0.34210526315789475,0.08771929824561403,0.09649122807017543,0.07017543859649122,0.05263157894736842,0.12280701754385964,0.18421052631578946,-4.07793439878504,5.107577328705702,-0.26140350877192986,8.285527854724531,0.07017543859649122,0.017543859649122806,0.043859649122807015,0.05263157894736842,0.07017543859649122,0.07017543859649122,0.008771929824561403,0.05263157894736842,0.05263157894736842,0.08771929824561403,0.008771929824561403,0.05263157894736842,0.05263157894736842,0.06140350877192982,0.02631578947368421,0.12280701754385964,0.043859649122807015,0.043859649122807015,0.02631578947368421,0.03508771929824561,229,0,4,112,6,0,28,20,0.026201,0.50655,0.532751,0.026200873362445413,0.5065502183406113,0.4672489082969432,2,26,3.0,4.461538461538462,3,9,0.37117903930131,A|B,A:1-114|B:201-314,2,228,2188,72,1,2,10.087719298245615,18.8927965296974,0.09887213534659355,0.34649122807017546,5.109936413085115
1eo6,1eo6,44,117,3.2,22.1,152.4,440.8,B1MA,3.10.20.90,2,233,234,0.5107296137339056,0.2317596566523605,0.17167381974248927,0.1459227467811159,0.04291845493562232,0.04291845493562232,0.08583690987124463,0.31759656652360513,2.210642331331897,8.320124610360836,-0.3296137339055794,10.216333327193352,0.04291845493562232,0.008583690987124463,0.06866952789699571,0.07725321888412018,0.055793991416309016,0.04291845493562232,0.017167381974248927,0.07725321888412018,0.10300429184549356,0.060085836909871244,0.034334763948497854,0.008583690987124463,0.04291845493562232,0.04291845493562232,0.05150214592274678,0.07725321888412018,0.034334763948497854,0.0944206008583691,0.017167381974248927,0.04291845493562232,234,77,8,44,0,0,33,18,0.32906,0.222222,0.551282,0.32905982905982906,0.2222222222222222,0.44871794871794873,8,14,9.625,3.7142857142857144,14,8,0.3504273504273504,A|B,A:1-116|B:1-117,2,233,1914,171,1,0,9.11587982832618,19.193681457565418,0.10611495260889353,0.21030042918454936,2.0257510729613735
1ie4,1ie4,45,127,3.2,15.3,97.2,478.8,MA,2.60.40.180,4,480,483,0.525,0.30833333333333335,0.13333333333333333,0.11666666666666667,0.06666666666666667,0.05,0.11666666666666667,0.25,-6.774579691677793,6.071567985986803,-0.24500000000000005,8.051308333333333,0.1,0.008333333333333333,0.05,0.06666666666666667,0.041666666666666664,0.06666666666666667,0.03333333333333333,0.016666666666666666,0.075,0.06666666666666667,0.008333333333333333,0.025,0.05,0.008333333333333333,0.025,0.1,0.08333333333333333,0.10833333333333334,0.016666666666666666,0.05,483,27,3,239,0,0,65,53,0.055901,0.501035,0.556936,0.055900621118012424,0.5010351966873706,0.44306418219461696,4,38,6.75,6.368421052631579,8,10,0.33540372670807456,A|B|C|D,A:8-127|B:8-127|C:8-127|D:8-127,4,480,3707,220,1,0,10.170833333333333,22.11144541671915,0.09779530922115094,0.375,5.095945479641132
1k53,1k53,46,72,3.2,32.5,78.1,269.8,MA,3.10.20.10,2,144,145,0.4722222222222222,0.3333333333333333,0.18055555555555555,0.1388888888888889,0.05555555555555555,0.0,0.05555555555555555,0.3194444444444444,-4.978544974817433,6.03836329965543,-0.5597222222222222,7.944905478395063,0.1527777777777778,0.0,0.05555555555555555,0.08333333333333333,0.05555555555555555,0.05555555555555555,0.08333333333333333,0.041666666666666664,0.09722222222222222,0.041666666666666664,0.027777777777777776,0.05555555555555555,0.0,0.013888888888888888,0.0,0.027777777777777776,0.1111111111111111,0.041666666666666664,0.013888888888888888,0.041666666666666664,145,38,0,56,6,0,10,4,0.303448,0.386207,0.689655,0.30344827586206896,0.38620689655172413,0.3103448275862069,4,8,11.0,7.0,19,8,0.2206896551724138,A|B,A:-7-64|B:-7-64,2,144,1138,144,1,0,9.125,20.594199022712793,0.10870539568456235,0.2361111111111111,3.524137931034483
1kgi,1kgi,47,127,3.2,19.2,98.7,478.8,MA,2.60.40.180,4,481,484,0.5239085239085239,0.3076923076923077,0.13305613305613306,0.11850311850311851,0.06652806652806653,0.0498960498960499,0.11642411642411643,0.2515592515592516,-7.772588402507061,5.982685748321273,-0.2517671517671518,8.056550931228685,0.0997920997920998,0.008316008316008316,0.0498960498960499,0.06860706860706861,0.04158004158004158,0.06652806652806653,0.033264033264033266,0.016632016632016633,0.07484407484407485,0.06652806652806653,0.008316008316008316,0.02494802494802495,0.0498960498960499,0.008316008316008316,0.02494802494802495,0.0997920997920998,0.08316008316008316,0.10810810810810811,0.016632016632016633,0.0498960498960499,484,25,3,241,0,0,72,41,0.051653,0.504132,0.555785,0.05165289256198347,0.5041322314049587,0.44421487603305787,4,39,6.25,6.256410256410256,7,10,0.33264462809917356,A|B|C|D,A:8-127|B:208-327|C:407-527|D:608-727,4,481,3737,369,1,0,10.253638253638254,22.03693712887249,0.09632199525924222,0.37214137214137216,5.1691895328258965
1oau,1oau,48,122,3.2,43.4,56.9,459.8,MA,2.60.40.10,35,686,720,0.5276967930029155,0.3746355685131195,0.09475218658892129,0.06851311953352769,0.10349854227405247,0.037900874635568516,0.141399416909621,0.16326530612244897,9.093943364010094,8.358839017038008,-0.19825072886297376,7.1715421295548625,0.09329446064139942,0.02040816326530612,0.02478134110787172,0.043731778425655975,0.030612244897959183,0.10349854227405247,0.013119533527696793,0.029154518950437316,0.04664723032069971,0.07580174927113703,0.013119533527696793,0.037900874635568516,0.037900874635568516,0.03498542274052478,0.03498542274052478,0.08892128279883382,0.12682215743440234,0.06705539358600583,0.02478134110787172,0.052478134110787174,720,0,0,335,48,0,81,40,0.066667,0.465278,0.531944,0.06666666666666667,0.4652777777777778,0.46805555555555556,16,61,3.0,5.491803278688525,3,9,0.3,H|I|J|K|L|M|N|O,H:1-122|I:8-119|J:1-122|K:8-120|L:2-109|M:6-109|N:2-109|O:6-109,8,686,5178,453,1,6,9.6992700729927,38.46643425559312,0.10892304203596605,0.3284671532846715,4.512854825628548
1vhp,1vhp,49,117,3.2,40.8,49.2,440.8,MA,2.60.40.10,1,117,117,0.5299145299145299,0.358974358974359,0.10256410256410256,0.07692307692307693,0.1111111111111111,0.017094017094017096,0.1282051282051282,0.1794871794871795,2.8192085641286226,8.861826738867421,-0.2256410256410257,7.581906640368179,0.08547008547008547,0.017094017094017096,0.03418803418803419,0.042735042735042736,0.03418803418803419,0.1111111111111111,0.0,0.017094017094017096,0.042735042735042736,0.07692307692307693,0.017094017094017096,0.02564102564102564,0.017094017094017096,0.042735042735042736,0.05982905982905983,0.1452991452991453,0.05982905982905983,0.08547008547008547,0.017094017094017096,0.06837606837606838,117,0,8,31,3,0,16,15,0.025641,0.333333,0.358974,0.02564102564102564,0.3333333333333333,0.6410256410256411,1,13,3.0,3.0,3,7,0.4188034188034188,A,A:1-117,1,117,17800,0,20,1,11.162393162393162,13.038362676668175,0.08944553956858474,0.46153846153846156,3.7207977207977203
1h8c,1h8c,50,82,3.2,39.5,55.3,307.8,MA,3.10.20.90,1,82,82,0.5,0.2073170731707317,0.15853658536585366,0.14634146341463414,0.024390243902439025,0.07317073170731707,0.0975609756097561,0.3048780487804878,0.9255634836169975,8.727368008866506,-0.39390243902439037,10.212035990481857,0.04878048780487805,0.0,0.04878048780487805,0.0975609756097561,0.0975609756097561,0.024390243902439025,0.0,0.024390243902439025,0.08536585365853659,0.14634146341463414,0.0,0.036585365853658534,0.07317073170731707,0.036585365853658534,0.07317073170731707,0.07317073170731707,0.04878048780487805,0.06097560975609756,0.012195121951219513,0.012195121951219513,82,15,2,27,0,0,14,7,0.182927,0.353659,0.536585,0.18292682926829268,0.35365853658536583,0.4634146341463415,2,7,7.5,4.142857142857143,11,8,0.32926829268292684,A,A:1-82,1,82,27460,0,20,0,9.487804878048781,11.431209606301795,0.10659626619992474,0.25609756097560976,3.3554431885782274
1jf8,1jf8,51,131,3.2,17.3,378.3,494.0,B3M,3.40.50.270,1,130,130,0.46923076923076923,0.24615384615384617,0.14615384615384616,0.17692307692307693,0.06923076923076923,0.038461538461538464,0.1076923076923077,0.3230769230769231,-6.8872056106412,4.78300587602007,-0.566923076923077,9.669444378698223,0.06153846153846154,0.015384615384615385,0.09230769230769231,0.08461538461538462,0.03076923076923077,0.06923076923076923,0.023076923076923078,0.09230769230769231,0.09230769230769231,0.06153846153846154,0.015384615384615385,0.06153846153846154,0.038461538461538464,0.023076923076923078,0.03076923076923077,0.06923076923076923,0.038461538461538464,0.05384615384615385,0.03076923076923077,0.015384615384615385,130,52,1,22,0,0,12,13,0.4,0.176923,0.576923,0.4,0.17692307692307693,0.4230769230769231,5,5,10.4,4.6,19,7,0.26153846153846155,A,A:2-131,1,130,1030,233,1,0,9.753846153846155,13.52151945624534,0.1032666968526697,0.33076923076923076,1.7256804733727813
1jrk,1jrk,52,156,3.2,42.2,213.8,589.0,B2MA,3.90.79.10,4,593,596,0.5801011804384486,0.1821247892074199,0.1551433389544688,0.15682967959527824,0.08094435075885328,0.047217537942664416,0.1281618887015177,0.31197301854974707,-19.142912511325093,5.44935368735878,0.025801011804384454,11.11179636512545,0.0387858347386172,0.0,0.03372681281618887,0.12310286677908938,0.026981450252951095,0.08094435075885328,0.03372681281618887,0.09443507588532883,0.06745362563237774,0.09612141652613827,0.013490725126475547,0.03372681281618887,0.047217537942664416,0.0,0.05396290050590219,0.026981450252951095,0.047217537942664416,0.13490725126475547,0.006745362563237774,0.04047217537942664,596,135,8,227,12,0,60,43,0.246644,0.394295,0.64094,0.24664429530201343,0.39429530201342283,0.35906040268456374,12,50,12.25,4.7,25,17,0.3070469798657718,A|B|C|D,A:1-148|B:1-147|C:1-148|D:1-150,4,593,4728,221,1,0,9.676222596964587,26.97386523613505,0.1007634343414524,0.28161888701517707,3.8152891112192586
1sn5,1sn5,53,130,3.2,21.5,89.6,490.2,MA,2.60.40.180,4,463,466,0.550755939524838,0.326133909287257,0.10583153347732181,0.09719222462203024,0.07775377969762419,0.05183585313174946,0.12958963282937366,0.20302375809935205,-15.277997780195054,5.57035422624449,-0.028077753779697602,8.103228918360397,0.10367170626349892,0.0064794816414686825,0.04319654427645788,0.05399568034557235,0.04319654427645788,0.07775377969762419,0.04535637149028078,0.03455723542116631,0.04319654427645788,0.06911447084233262,0.008639308855291577,0.017278617710583154,0.05183585313174946,0.04319654427645788,0.017278617710583154,0.058315334773218146,0.12095032397408208,0.1101511879049676,0.017278617710583154,0.03455723542116631,466,31,3,220,9,0,68,29,0.085837,0.478541,0.564378,0.08583690987124463,0.47854077253218885,0.4356223175965665,7,35,5.714285714285714,6.371428571428571,8,10,0.33905579399141633,A|B|C|D,A:10-127|B:10-125|C:11-125|D:10-123,4,463,3529,456,1,0,10.501079913606912,21.542002002705456,0.09263632212590413,0.4038876889848812,5.025194894279703
1wtl,1wtl,54,108,3.2,40.4,50.9,406.6,MA,2.60.40.10,2,216,217,0.49074074074074076,0.39814814814814814,0.07407407407407407,0.08333333333333333,0.09259259259259259,0.05555555555555555,0.14814814814814814,0.1574074074074074,-2.272214655850359,4.9291814203379545,-0.27870370370370373,7.869453875171468,0.046296296296296294,0.018518518518518517,0.06481481481481481,0.018518518518518517,0.046296296296296294,0.09259259259259259,0.0,0.07407407407407407,0.027777777777777776,0.05555555555555555,0.009259259259259259,0.018518518518518517,0.05555555555555555,0.08333333333333333,0.046296296296296294,0.12037037037037036,0.1111111111111111,0.05555555555555555,0.009259259259259259,0.046296296296296294,217,0,1,107,6,0,30,20,0.02765,0.497696,0.525346,0.027649769585253458,0.4976958525345622,0.47465437788018433,2,22,3.0,4.909090909090909,3,7,0.35944700460829493,A|B,A:1-108|B:1-108,2,216,1650,196,1,2,10.398148148148149,17.08936472745052,0.0952700629375466,0.33796296296296297,5.175115207373272
1amx,1amx,55,150,3.1,32.1,197.6,566.2,B1MA,2.60.40.740,1,150,150,0.4,0.4666666666666667,0.12,0.10666666666666667,0.06666666666666667,0.02,0.08666666666666667,0.22666666666666666,-2.6246265866590885,5.9166392204851945,-0.8386666666666667,8.185304888888888,0.02,0.0,0.05333333333333334,0.05333333333333334,0.04666666666666667,0.06666666666666667,0.03333333333333333,0.07333333333333333,0.08,0.03333333333333333,0.006666666666666667,0.10666666666666667,0.02,0.06666666666666667,0.006666666666666667,0.09333333333333334,0.10666666666666667,0.06,0.013333333333333334,0.06,150,12,2,79,0,0,20,11,0.08,0.54,0.62,0.08,0.54,0.38,2,13,6.0,6.230769230769231,8,14,0.31333333333333335,A,A:169-318,1,150,1498,372,1,0,9.68,15.169917754872635,0.10210669232728056,0.2733333333333333,5.2272
1qd0,1qd0,56,128,3.1,40.2,48.2,482.6,MA,2.60.40.10,1,128,128,0.546875,0.3046875,0.1328125,0.078125,0.1328125,0.0234375,0.15625,0.2109375,5.003083749371971,9.598529435364071,-0.35703124999999997,7.9768255615234365,0.09375,0.015625,0.0390625,0.0390625,0.03125,0.1328125,0.015625,0.0234375,0.046875,0.0546875,0.015625,0.015625,0.0234375,0.0625,0.0703125,0.09375,0.0546875,0.09375,0.03125,0.046875,128,0,0,59,0,0,18,15,0.0,0.460938,0.460938,0.0,0.4609375,0.5390625,0,11,0.0,5.363636363636363,0,9,0.390625,A,A:1-128,1,128,977,128,1,1,9.578125,14.020619925384972,0.10324545565239499,0.25,4.4149169921875
1ufy,1ufy,57,122,3.1,30.8,78.1,459.8,MA,3.30.1330.40,1,121,121,0.5619834710743802,0.19834710743801653,0.14049586776859505,0.14049586776859505,0.04132231404958678,0.06611570247933884,0.10743801652892562,0.2809917355371901,-2.7918751875780377,5.540121226717929,-0.07272727272727275,10.333388429752066,0.11570247933884298,0.0,0.04132231404958678,0.09917355371900827,0.01652892561983471,0.04132231404958678,0.024793388429752067,0.05785123966942149,0.008264462809917356,0.11570247933884298,0.024793388429752067,0.01652892561983471,0.06611570247933884,0.03305785123966942,0.10743801652892562,0.04132231404958678,0.06611570247933884,0.09917355371900827,0.008264462809917356,0.01652892561983471,121,26,0,34,18,0,7,8,0.363636,0.280992,0.644628,0.36363636363636365,0.2809917355371901,0.35537190082644626,7,5,6.285714285714286,6.8,19,9,0.2727272727272727,A,A:1-121,1,121,955,188,1,0,9.206611570247935,13.810010139412627,0.10735312667130849,0.2396694214876033,2.586981763540742
1mg4,1mg4,58,113,3.1,5.9,117.9,425.6,B1MA,3.10.20.230,1,101,101,0.49504950495049505,0.2871287128712871,0.16831683168316833,0.10891089108910891,0.0594059405940594,0.039603960396039604,0.09900990099009901,0.27722772277227725,5.868529437287357,9.854847952084128,-0.44752475247524753,10.069028526615037,0.039603960396039604,0.009900990099009901,0.0594059405940594,0.04950495049504951,0.04950495049504951,0.0594059405940594,0.0,0.0594059405940594,0.09900990099009901,0.0891089108910891,0.0,0.06930693069306931,0.039603960396039604,0.019801980198019802,0.06930693069306931,0.07920792079207921,0.04950495049504951,0.0891089108910891,0.009900990099009901,0.0594059405940594,101,12,1,21,7,0,16,15,0.188119,0.217822,0.405941,0.18811881188118812,0.21782178217821782,0.594059405940594,3,5,6.333333333333333,4.4,12,7,0.3564356435643564,A,A:54-154,1,101,829,150,1,0,8.554455445544555,12.708053949901554,0.11433065413845846,0.1485148514851485,1.8633467307126754
